track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
13.0,rock,classic rock,0.337,0.993,3.0,-4.116,0.0,0.226,0.0236,0.000354,0.114,0.195
16.0,rock,classic rock,0.481,0.262,7.0,-15.73,1.0,0.0414,0.735,0.0114,0.832,0.375
46.0,rock,classic rock,0.583,0.855,11.0,-7.972,0.0,0.0404,0.00417,0.144,0.237,0.664
39.0,rock,classic rock,0.399,0.573,10.0,-9.44,1.0,0.0253,0.0293,2.83e-05,0.0914,0.649
37.0,rock,classic rock,0.399,0.362,5.0,-12.123,0.0,0.0249,0.446,0.000119,0.327,0.194
56.0,rock,classic rock,0.456,0.609,11.0,-11.767,1.0,0.068,0.275,0.0198,0.108,0.682
35.0,rock,classic rock,0.451,0.364,9.0,-13.126,1.0,0.0436,0.469,0.0,0.197,0.298
42.0,rock,classic rock,0.611,0.793,0.0,-7.538,1.0,0.0303,0.213,0.0,0.136,0.86
39.0,rock,classic rock,0.612,0.869,7.0,-9.866,1.0,0.0515,0.241,0.0367,0.0858,0.771
62.0,rock,classic rock,0.166,0.831,9.0,-8.469,1.0,0.0894,0.000606,0.846,0.811,0.281
72.0,rock,classic rock,0.429,0.554,9.0,-6.128,0.0,0.0291,0.67,0.000152,0.105,0.407
38.0,rock,classic rock,0.482,0.628,9.0,-8.358,0.0,0.069,0.372,0.000249,0.307,0.313
46.0,rock,classic rock,0.562,0.561,11.0,-10.954,0.0,0.0343,0.412,1.98e-05,0.0917,0.666
54.0,rock,classic rock,0.489,0.676,0.0,-8.769,1.0,0.0367,0.287,0.0,0.389,0.623
45.0,rock,classic rock,0.694,0.787,2.0,-9.569,1.0,0.0363,0.0913,0.0106,0.0562,0.667
39.0,rock,classic rock,0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647
66.0,rock,classic rock,0.364,0.457,4.0,-14.162,0.0,0.0675,0.29,0.000106,0.922,0.175
37.0,rock,classic rock,0.651,0.446,6.0,-9.571,0.0,0.0268,0.245,0.0104,0.058,0.862
26.0,rock,classic rock,0.449,0.942,9.0,-4.23,1.0,0.108,0.0493,0.00565,0.273,0.356
46.0,rock,classic rock,0.565,0.419,10.0,-13.38,0.0,0.0391,0.151,2.18e-05,0.113,0.456
26.0,rock,classic rock,0.544,0.459,7.0,-8.784,1.0,0.0253,0.127,0.0,0.119,0.751
26.0,rock,classic rock,0.592,0.595,5.0,-4.517,0.0,0.0297,0.51,0.0,0.106,0.58
49.0,rock,classic rock,0.656,0.65,0.0,-11.643,1.0,0.0575,0.634,0.0148,0.161,0.931
39.0,rock,classic rock,0.497,0.416,2.0,-15.925,1.0,0.0268,0.548,0.065,0.0846,0.59
62.0,rock,classic rock,0.597,0.554,11.0,-14.144,0.0,0.0425,0.029,0.0,0.0766,0.963
74.0,rock,classic rock,0.584,0.367,6.0,-9.638,0.0,0.0328,0.55,1.38e-05,0.0818,0.588
55.0,rock,classic rock,0.293,0.74,7.0,-6.098,1.0,0.0399,0.446,0.00151,0.0998,0.516
62.0,rock,classic rock,0.55,0.611,3.0,-10.657,1.0,0.0443,0.0392,0.0,0.0631,0.626
40.0,rock,classic rock,0.282,0.699,11.0,-9.433,1.0,0.0468,0.722,0.00369,0.493,0.543
63.0,rock,classic rock,0.599,0.744,7.0,-8.72,1.0,0.0316,0.131,0.00275,0.0795,0.723
50.0,rock,classic rock,0.359,0.854,11.0,-9.799,0.0,0.0418,0.00194,0.00767,0.841,0.472
58.0,rock,classic rock,0.463,0.495,1.0,-12.203,1.0,0.041,0.059,1.25e-06,0.271,0.532
61.0,rock,classic rock,0.705,0.806,0.0,-4.83,1.0,0.0814,0.229,0.0,0.0676,0.763
24.0,rock,classic rock,0.309,0.93,11.0,-6.399,1.0,0.125,0.0192,0.0022,0.106,0.376
43.0,rock,classic rock,0.228,0.224,7.0,-12.749,1.0,0.0311,0.946,0.000222,0.273,0.18
65.0,rock,classic rock,0.652,0.583,9.0,-7.811,1.0,0.038,0.412,0.0,0.119,0.744
71.0,rock,classic rock,0.52,0.759,2.0,-9.92,1.0,0.0363,0.115,0.0,0.109,0.706
26.0,rock,classic rock,0.736,0.793,2.0,-5.305,0.0,0.29,0.0633,0.00079,0.0531,0.912
23.0,rock,classic rock,0.439,0.422,8.0,-17.227,1.0,0.0409,0.0148,4.84e-05,0.0697,0.551
26.0,rock,classic rock,0.418,0.799,6.0,-8.303,1.0,0.077,0.00213,0.00502,0.387,0.798
73.0,rock,classic rock,0.688,0.435,9.0,-11.359,1.0,0.0323,0.449,0.0,0.113,0.435
62.0,rock,classic rock,0.674,0.659,8.0,-8.049,1.0,0.0277,0.00156,0.00765,0.108,0.697
62.0,rock,classic rock,0.667,0.655,2.0,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657
18.0,rock,classic rock,0.324,0.897,5.0,-10.134,1.0,0.0788,0.0002,0.158,0.963,0.39
27.0,rock,classic rock,0.761,0.788,4.0,-11.672,1.0,0.0596,0.44,0.00531,0.341,0.768
33.0,rock,classic rock,0.55,0.605,0.0,-12.7,1.0,0.0297,0.168,0.00573,0.0562,0.497
25.0,rock,classic rock,0.586,0.886,0.0,-8.779,1.0,0.0496,0.035,0.00178,0.103,0.834
71.0,rock,classic rock,0.396,0.338,0.0,-10.872,1.0,0.0304,0.198,2.62e-06,0.138,0.377
59.0,rock,classic rock,0.674,0.686,2.0,-11.927,1.0,0.0597,0.29,0.00322,0.189,0.814
42.0,rock,classic rock,0.707,0.405,0.0,-9.044,1.0,0.0261,0.327,0.0,0.144,0.518
56.0,rock,classic rock,0.266,0.389,4.0,-13.682,1.0,0.0305,0.244,1.42e-06,0.0688,0.148
48.0,rock,classic rock,0.846,0.721,2.0,-5.248,1.0,0.0494,0.163,0.0,0.194,0.637
71.0,rock,classic rock,0.653,0.677,0.0,-12.244,1.0,0.0396,0.249,0.0,0.403,0.888
22.0,rock,classic rock,0.643,0.669,0.0,-7.485,1.0,0.0398,0.208,0.00664,0.151,0.609
49.0,rock,classic rock,0.459,0.708,6.0,-6.167,0.0,0.0681,0.00142,4.44e-06,0.485,0.583
12.0,rock,classic rock,0.684,0.481,2.0,-12.59,1.0,0.0384,0.475,6.57e-05,0.118,0.784
40.0,rock,classic rock,0.529,0.452,2.0,-12.593,1.0,0.136,0.534,0.000151,0.301,0.539
70.0,rock,classic rock,0.635,0.914,0.0,-5.631,1.0,0.111,0.0597,0.0,0.601,0.922
10.0,rock,classic rock,0.387,0.375,9.0,-10.852,1.0,0.0355,0.205,0.00647,0.0807,0.503
70.0,rock,classic rock,0.346,0.768,9.0,-5.695,1.0,0.0377,0.00603,0.38,0.0244,0.532
46.0,rock,classic rock,0.645,0.821,1.0,-4.912,1.0,0.248,0.106,5.38e-05,0.137,0.682
11.0,rock,classic rock,0.469,0.537,9.0,-10.421,1.0,0.152,0.0241,0.00201,0.269,0.783
19.0,rock,classic rock,0.402,0.814,10.0,-4.954,1.0,0.14,0.0383,1.19e-06,0.266,0.516
38.0,rock,classic rock,0.394,0.337,5.0,-10.709,0.0,0.0476,0.339,0.0431,0.165,0.586
12.0,rock,classic rock,0.594,0.555,9.0,-6.689,0.0,0.0377,0.541,0.151,0.286,0.52
37.0,rock,classic rock,0.867,0.899,0.0,-5.334,1.0,0.0354,0.101,0.00473,0.125,0.932
53.0,rock,classic rock,0.543,0.696,7.0,-4.572,1.0,0.0426,0.601,0.215,0.384,0.849
49.0,rock,classic rock,0.445,0.966,2.0,-3.751,1.0,0.054,0.0149,0.000915,0.164,0.321
63.0,rock,classic rock,0.325,0.903,2.0,-3.173,1.0,0.117,0.00327,6.13e-06,0.0962,0.401
67.0,rock,classic rock,0.459,0.727,0.0,-11.777,1.0,0.0303,0.00614,0.065,0.384,0.954
56.0,rock,classic rock,0.526,0.756,2.0,-5.083,0.0,0.0266,0.4,2.39e-06,0.426,0.668
43.0,rock,classic rock,0.49,0.781,11.0,-10.1,0.0,0.268,0.0108,0.00118,0.065,0.764
10.0,rock,classic rock,0.781,0.484,2.0,-12.853,1.0,0.087,0.247,0.000138,0.147,0.804
44.0,rock,classic rock,0.601,0.901,5.0,-8.414,0.0,0.0463,0.00912,0.256,0.264,0.934
18.0,rock,classic rock,0.728,0.878,11.0,-6.926,0.0,0.0564,0.176,0.856,0.61,0.911
51.0,rock,classic rock,0.367,0.896,0.0,-4.668,1.0,0.0422,0.0179,0.000205,0.356,0.512
38.0,rock,classic rock,0.523,0.652,4.0,-4.942,1.0,0.0448,0.166,4.11e-06,0.0978,0.275
40.0,rock,classic rock,0.649,0.944,2.0,-4.518,1.0,0.0485,0.0158,4.41e-05,0.161,0.489
43.0,rock,classic rock,0.724,0.876,11.0,-5.854,0.0,0.0873,0.16,0.00278,0.116,0.812
37.0,rock,classic rock,0.615,0.56,0.0,-7.721,1.0,0.0389,0.442,3.99e-06,0.132,0.502
54.0,rock,classic rock,0.467,0.382,0.0,-13.807,1.0,0.0264,0.236,0.125,0.187,0.704
73.0,rock,classic rock,0.647,0.582,10.0,-9.538,0.0,0.0755,0.41,1.93e-06,0.0715,0.915
40.0,rock,classic rock,0.249,0.97,1.0,-5.879,1.0,0.121,0.0226,0.13,0.0701,0.26
32.0,rock,classic rock,0.685,0.523,2.0,-10.68,0.0,0.0313,0.215,3.17e-05,0.0453,0.965
39.0,rock,classic rock,0.63,0.292,9.0,-13.263,1.0,0.0389,0.243,7.37e-05,0.484,0.765
28.0,rock,classic rock,0.742,0.601,7.0,-12.162,1.0,0.0293,0.0697,1.11e-06,0.117,0.974
14.0,rock,classic rock,0.549,0.651,0.0,-7.097,1.0,0.0323,0.583,0.0,0.121,0.368
79.0,rock,classic rock,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789
65.0,rock,classic rock,0.427,0.459,9.0,-12.442,0.0,0.0332,0.116,0.000103,0.132,0.383
71.0,rock,classic rock,0.625,0.758,5.0,-6.213,0.0,0.0463,0.512,0.00022,0.153,0.695
23.0,rock,classic rock,0.634,0.833,9.0,-5.117,0.0,0.0323,0.165,4.63e-05,0.162,0.799
62.0,rock,classic rock,0.547,0.82,8.0,-6.728,1.0,0.0805,0.261,0.0,0.3,0.933
58.0,rock,classic rock,0.435,0.444,7.0,-12.816,0.0,0.0336,0.159,0.000705,0.457,0.734
65.0,rock,classic rock,0.42,0.668,1.0,-7.35,1.0,0.0517,0.607,0.016,0.0585,0.338
59.0,rock,classic rock,0.629,0.677,1.0,-7.239,1.0,0.0299,0.122,9.72e-06,0.0962,0.627
35.0,rock,classic rock,0.726,0.802,5.0,-10.059,1.0,0.0302,0.0722,0.0348,0.339,0.925
48.0,rock,classic rock,0.402,0.76,4.0,-5.332,1.0,0.0344,0.148,0.000225,0.128,0.714
38.0,rock,classic rock,0.646,0.531,7.0,-10.785,1.0,0.0671,0.528,0.0133,0.0836,0.655
39.0,rock,classic rock,0.612,0.761,2.0,-5.929,1.0,0.0283,0.104,0.0002,0.122,0.838
50.0,rock,classic rock,0.654,0.506,11.0,-17.18,0.0,0.0535,0.686,0.0155,0.155,0.831
50.0,rock,classic rock,0.657,0.724,0.0,-7.465,1.0,0.0648,0.301,5.54e-06,0.658,0.755
12.0,rock,classic rock,0.601,0.593,0.0,-11.685,1.0,0.0257,0.181,0.000441,0.121,0.902
54.0,rock,classic rock,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228
43.0,rock,classic rock,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172
61.0,rock,classic rock,0.518,0.761,0.0,-7.025,1.0,0.0452,0.158,0.00765,0.0715,0.576
50.0,rock,classic rock,0.63,0.676,2.0,-9.19,1.0,0.0277,0.0101,5.35e-06,0.0628,0.901
61.0,rock,classic rock,0.773,0.543,0.0,-9.97,1.0,0.0292,0.093,5.63e-06,0.175,0.802
41.0,rock,classic rock,0.522,0.892,6.0,-8.472,1.0,0.0515,0.0239,0.0715,0.295,0.939
69.0,rock,classic rock,0.405,0.21,2.0,-13.214,1.0,0.0279,0.584,0.0,0.139,0.174
58.0,rock,classic rock,0.57,0.554,9.0,-9.732,0.0,0.0288,0.0548,0.0,0.139,0.372
59.0,rock,classic rock,0.193,0.5,7.0,-9.903,1.0,0.0381,0.108,0.0067,0.332,0.354
77.0,rock,classic rock,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423
10.0,rock,classic rock,0.538,0.48,7.0,-9.863,1.0,0.0268,0.204,0.0462,0.0955,0.834
14.0,rock,classic rock,0.496,0.586,7.0,-10.991,1.0,0.0353,0.182,0.0,0.332,0.899
35.0,rock,classic rock,0.668,0.89,2.0,-5.005,0.0,0.0329,0.45,1.94e-05,0.0545,0.893
32.0,rock,classic rock,0.728,0.86,2.0,-6.073,1.0,0.0351,0.138,0.000287,0.0811,0.702
32.0,rock,classic rock,0.564,0.975,9.0,-4.113,1.0,0.0493,0.217,2.06e-06,0.334,0.964
18.0,rock,classic rock,0.686,0.632,9.0,-11.433,1.0,0.0353,0.0398,2.2e-06,0.0686,0.88
75.0,rock,classic rock,0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647
33.0,rock,classic rock,0.531,0.948,9.0,-5.438,1.0,0.0568,0.006,0.0117,0.694,0.498
38.0,rock,classic rock,0.473,0.566,4.0,-6.242,1.0,0.0487,0.0451,0.597,0.104,0.443
49.0,rock,classic rock,0.657,0.435,10.0,-15.707,1.0,0.0552,0.739,0.0,0.167,0.771
46.0,rock,classic rock,0.554,0.815,1.0,-12.481,1.0,0.0409,0.0111,0.0486,0.0511,0.6
10.0,rock,classic rock,0.472,0.601,5.0,-12.751,1.0,0.0569,0.226,0.0101,0.0788,0.578
35.0,rock,classic rock,0.597,0.487,0.0,-11.47,0.0,0.0307,0.462,0.0,0.0915,0.802
63.0,rock,classic rock,0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971
48.0,rock,classic rock,0.681,0.554,4.0,-10.333,1.0,0.0343,0.476,0.0,0.167,0.933
50.0,rock,classic rock,0.669,0.707,0.0,-13.66,0.0,0.0478,0.347,0.000716,0.0997,0.806
36.0,rock,classic rock,0.815,0.676,0.0,-9.68,1.0,0.047,0.0825,0.662,0.0508,0.991
58.0,rock,classic rock,0.855,0.803,4.0,-5.849,0.0,0.0316,0.342,0.00732,0.0841,0.962
52.0,rock,classic rock,0.682,0.711,9.0,-7.637,0.0,0.0325,0.179,9.53e-05,0.126,0.766
73.0,rock,classic rock,0.408,0.48,9.0,-11.017,1.0,0.0266,0.155,1.82e-05,0.0877,0.19
70.0,rock,classic rock,0.306,0.722,0.0,-5.963,1.0,0.034,0.0519,0.0,0.117,0.41
57.0,rock,classic rock,0.204,0.896,0.0,-5.931,1.0,0.049,0.00266,0.0,0.152,0.653
54.0,rock,classic rock,0.614,0.789,9.0,-10.241,1.0,0.0342,0.0342,0.00132,0.114,0.899
67.0,rock,classic rock,0.202,0.644,11.0,-5.212,1.0,0.0324,0.0979,0.0,0.109,0.252
55.0,rock,classic rock,0.799,0.404,11.0,-13.597,0.0,0.0461,0.11,0.0,0.387,0.893
50.0,rock,classic rock,0.446,0.598,2.0,-11.264,0.0,0.0363,0.0112,0.0,0.057,0.778
13.0,rock,classic rock,0.616,0.777,4.0,-12.179,0.0,0.0549,0.0215,0.075,0.0512,0.786
60.0,rock,classic rock,0.758,0.805,0.0,-4.243,1.0,0.0279,0.211,1.53e-05,0.0982,0.961
64.0,rock,classic rock,0.779,0.717,6.0,-9.7,0.0,0.0335,0.0125,0.0536,0.355,0.789
62.0,rock,classic rock,0.683,0.751,5.0,-10.184,1.0,0.0346,0.0681,8.36e-06,0.248,0.841
38.0,rock,classic rock,0.504,0.719,1.0,-9.155,0.0,0.0431,0.00878,0.00149,0.075,0.177
67.0,rock,classic rock,0.465,0.865,11.0,-9.573,0.0,0.098,0.018,0.00135,0.0769,0.677
48.0,rock,classic rock,0.824,0.556,0.0,-10.711,0.0,0.033,0.146,0.000394,0.0839,0.566
73.0,rock,classic rock,0.712,0.967,7.0,-5.206,1.0,0.047,0.0771,0.0,0.356,0.895
77.0,rock,classic rock,0.701,0.943,4.0,-2.986,1.0,0.0456,0.0747,0.0,0.601,0.791
56.0,rock,classic rock,0.579,0.872,0.0,-6.126,1.0,0.159,0.159,0.0,0.0935,0.761
14.0,rock,classic rock,0.768,0.744,8.0,-11.267,1.0,0.0338,0.0218,0.712,0.063,0.963
74.0,rock,classic rock,0.851,0.551,4.0,-5.177,1.0,0.0396,0.151,0.0,0.0827,0.807
71.0,rock,classic rock,0.527,0.509,7.0,-10.893,1.0,0.0628,0.6,0.0,0.144,0.497
57.0,rock,classic rock,0.597,0.812,5.0,-12.062,1.0,0.0315,0.0219,0.00106,0.102,0.823
63.0,rock,classic rock,0.522,0.755,9.0,-6.95,1.0,0.0524,0.0517,6.63e-05,0.0781,0.637
74.0,rock,classic rock,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803
18.0,rock,classic rock,0.63,0.688,2.0,-9.816,1.0,0.0266,0.124,4.78e-05,0.158,0.893
69.0,rock,classic rock,0.622,0.54,5.0,-13.99,1.0,0.0261,0.017,0.00771,0.265,0.847
27.0,rock,classic rock,0.69,0.54,4.0,-10.516,1.0,0.0317,0.218,0.00657,0.115,0.764
65.0,rock,classic rock,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834
52.0,rock,classic rock,0.499,0.802,7.0,-4.537,1.0,0.0547,0.0136,1.56e-06,0.128,0.504
81.0,rock,classic rock,0.692,0.711,0.0,-7.498,0.0,0.0317,0.227,0.0,0.12,0.875
71.0,rock,classic rock,0.691,0.812,0.0,-7.772,1.0,0.0558,0.0433,1.16e-06,0.299,0.685
52.0,rock,classic rock,0.742,0.743,10.0,-6.293,0.0,0.0508,0.00935,0.0,0.22,0.485
83.0,rock,classic rock,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876
80.0,rock,classic rock,0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535
72.0,rock,classic rock,0.768,0.829,5.0,-5.109,1.0,0.0313,0.0964,2.92e-05,0.097,0.962
55.0,rock,classic rock,0.816,0.791,4.0,-4.21,1.0,0.0372,0.0353,0.000345,0.17,0.963
54.0,rock,classic rock,0.779,0.742,5.0,-8.534,1.0,0.0368,0.0463,5.56e-05,0.157,0.286
63.0,rock,classic rock,0.675,0.61,1.0,-13.811,1.0,0.085,0.0852,0.0188,0.159,0.344
74.0,rock,classic rock,0.731,0.738,9.0,-8.125,0.0,0.0377,0.184,0.0,0.214,0.958
53.0,rock,classic rock,0.518,0.51,0.0,-8.057,0.0,0.0352,0.476,0.0,0.292,0.651
47.0,rock,classic rock,0.854,0.957,8.0,-6.07,1.0,0.0705,0.156,0.622,0.308,0.628
16.0,rock,classic rock,0.537,0.959,0.0,-3.002,0.0,0.0557,0.0704,1.8e-06,0.382,0.828
77.0,rock,classic rock,0.779,0.867,3.0,-3.704,0.0,0.0457,0.0491,7.98e-06,0.197,0.915
52.0,rock,classic rock,0.441,0.97,1.0,-2.1,0.0,0.0708,0.192,1.68e-06,0.312,0.5
81.0,rock,classic rock,0.596,0.605,7.0,-12.145,1.0,0.0255,0.181,0.000331,0.0863,0.886
81.0,rock,classic rock,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0158,0.0359,0.847
15.0,rock,classic rock,0.486,0.747,6.0,-7.248,1.0,0.0407,0.0203,0.00607,0.0992,0.368
82.0,rock,classic rock,0.933,0.528,5.0,-6.472,0.0,0.161,0.112,0.312,0.163,0.754
73.0,rock,classic rock,0.502,0.924,4.0,-6.299,1.0,0.0503,0.0127,0.0,0.162,0.922
67.0,rock,classic rock,0.787,0.889,8.0,-3.786,1.0,0.0397,0.00462,0.423,0.0665,0.394
69.0,rock,classic rock,0.504,0.911,2.0,-2.97,1.0,0.0738,0.00512,0.0123,0.355,0.671
70.0,rock,classic rock,0.389,0.873,4.0,-4.768,0.0,0.0475,0.00532,0.0055,0.273,0.303
73.0,rock,classic rock,0.527,0.978,8.0,-5.436,1.0,0.109,0.00124,4.75e-05,0.0744,0.463
70.0,rock,classic rock,0.54,0.982,4.0,-2.962,0.0,0.0458,0.435,3.37e-05,0.0457,0.91
67.0,rock,classic rock,0.555,0.973,9.0,-3.804,1.0,0.035,0.048,0.0,0.0853,0.805
62.0,rock,classic rock,0.536,0.72,7.0,-11.277,0.0,0.0436,0.00202,0.000127,0.357,0.633
60.0,rock,classic rock,0.584,0.708,5.0,-10.039,1.0,0.0593,0.0264,0.00364,0.112,0.564
68.0,rock,classic rock,0.546,0.901,5.0,-6.729,1.0,0.0685,0.0422,4.48e-05,0.292,0.459
60.0,rock,classic rock,0.213,0.634,4.0,-12.967,0.0,0.0596,0.369,0.00199,0.359,0.354
33.0,rock,classic rock,0.511,0.857,0.0,-7.54,1.0,0.0402,0.0818,0.0,0.473,0.722
69.0,rock,classic rock,0.457,0.904,2.0,-5.303,1.0,0.0747,0.000239,0.0879,0.396,0.48
65.0,rock,classic rock,0.518,0.938,8.0,-5.964,0.0,0.0416,0.021,0.000305,0.288,0.71
56.0,rock,classic rock,0.79,0.653,1.0,-11.511,1.0,0.0397,0.00717,0.0,0.0386,0.94
57.0,rock,classic rock,0.455,0.758,0.0,-11.361,1.0,0.0454,0.223,2.51e-06,0.0986,0.54
74.0,rock,classic rock,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144
32.0,rock,classic rock,0.464,0.94,0.0,-8.06,1.0,0.0457,0.000184,0.11,0.988,0.346
30.0,rock,classic rock,0.452,0.604,2.0,-8.239,0.0,0.0315,0.0146,0.00763,0.18,0.556
69.0,rock,classic rock,0.475,0.899,9.0,-4.321,0.0,0.0637,0.00375,1.91e-05,0.14,0.603
58.0,rock,classic rock,0.548,0.843,8.0,-7.32,1.0,0.0597,0.0373,1.26e-06,0.0536,0.719
64.0,rock,classic rock,0.454,0.946,1.0,-5.978,0.0,0.13,0.0223,0.0,0.173,0.647
78.0,rock,classic rock,0.768,0.852,4.0,-6.215,1.0,0.038,0.213,7.45e-05,0.0723,0.867
66.0,rock,classic rock,0.337,0.684,2.0,-7.674,1.0,0.0495,0.0319,6.57e-06,0.342,0.404
68.0,rock,classic rock,0.345,0.531,0.0,-12.708,1.0,0.0305,0.00642,7.28e-06,0.14,0.49
70.0,rock,classic rock,0.456,0.863,3.0,-3.551,1.0,0.0894,0.133,0.0545,0.0553,0.532
65.0,rock,classic rock,0.531,0.626,0.0,-13.371,1.0,0.0452,0.0606,0.0,0.0767,0.746
64.0,rock,classic rock,0.519,0.833,6.0,-6.947,0.0,0.0496,0.00572,4.33e-06,0.104,0.532
61.0,rock,classic rock,0.706,0.785,11.0,-7.666,0.0,0.041,0.00802,0.0319,0.195,0.636
74.0,rock,permanent wave,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.0071,0.0754,0.918
70.0,rock,permanent wave,0.22,0.708,7.0,-9.051,1.0,0.035,0.00292,0.0267,0.102,0.453
58.0,rock,permanent wave,0.568,0.829,7.0,-7.066,1.0,0.0303,0.218,0.00418,0.0976,0.79
57.0,rock,permanent wave,0.647,0.69,6.0,-8.657,0.0,0.0454,0.0224,0.0,0.147,0.682
74.0,rock,permanent wave,0.518,0.436,4.0,-14.134,1.0,0.0349,0.0157,0.000621,0.079,0.27
68.0,rock,permanent wave,0.314,0.797,0.0,-9.026,1.0,0.038,0.0057,5.59e-05,0.0718,0.569
67.0,rock,permanent wave,0.613,0.885,10.0,-7.463,1.0,0.052,0.0804,0.746,0.0997,0.919
69.0,rock,permanent wave,0.715,0.817,5.0,-6.227,0.0,0.0532,0.0325,1.61e-06,0.851,0.871
74.0,rock,permanent wave,0.765,0.788,3.0,-9.896,1.0,0.0332,0.0166,0.588,0.0513,0.964
58.0,rock,permanent wave,0.623,0.622,2.0,-12.255,1.0,0.0412,0.00168,0.181,0.343,0.319
66.0,rock,permanent wave,0.399,0.467,5.0,-11.763,1.0,0.0284,0.303,0.0186,0.124,0.525
60.0,rock,permanent wave,0.34,0.804,0.0,-8.355,1.0,0.0516,0.00331,0.0191,0.0727,0.854
74.0,rock,permanent wave,0.731,0.738,9.0,-8.125,0.0,0.0377,0.184,0.0,0.214,0.958
64.0,rock,permanent wave,0.628,0.455,7.0,-12.436,1.0,0.0427,0.141,0.693,0.135,0.858
72.0,rock,permanent wave,0.721,0.521,2.0,-8.123,1.0,0.0612,0.0707,0.00552,0.127,0.942
64.0,rock,permanent wave,0.402,0.597,2.0,-9.258,1.0,0.0327,0.0385,2.09e-06,0.109,0.496
74.0,rock,permanent wave,0.575,0.318,0.0,-16.729,1.0,0.109,0.683,0.000202,0.0934,0.385
78.0,rock,permanent wave,0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518
63.0,rock,permanent wave,0.529,0.989,2.0,-4.5,1.0,0.042,0.00126,0.00148,0.0567,0.669
64.0,rock,permanent wave,0.333,0.28,1.0,-12.87,1.0,0.032,0.427,1.88e-06,0.13,0.276
60.0,rock,permanent wave,0.59,0.851,4.0,-11.754,1.0,0.0297,0.0174,0.0975,0.154,0.968
65.0,rock,permanent wave,0.443,0.797,11.0,-5.329,0.0,0.0351,0.0526,0.0,0.0997,0.521
80.0,rock,permanent wave,0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535
65.0,rock,permanent wave,0.559,0.764,2.0,-7.058,0.0,0.0348,0.00441,0.0299,0.0807,0.932
54.0,rock,permanent wave,0.523,0.941,4.0,-4.444,0.0,0.0377,0.0878,0.148,0.106,0.145
75.0,rock,permanent wave,0.526,0.763,0.0,-12.663,0.0,0.0341,0.00126,6.75e-05,0.359,0.514
58.0,rock,permanent wave,0.874,0.318,3.0,-6.869,1.0,0.0454,0.0353,1.69e-05,0.217,0.919
61.0,rock,permanent wave,0.222,0.81,0.0,-6.189,1.0,0.0399,0.000188,0.0181,0.084,0.266
73.0,rock,permanent wave,0.523,0.769,4.0,-5.855,1.0,0.0269,0.04,0.0,0.136,0.876
51.0,rock,permanent wave,0.511,0.827,1.0,-4.55,0.0,0.0323,3.77e-05,0.00103,0.208,0.486
79.0,rock,permanent wave,0.742,0.833,2.0,-6.463,1.0,0.115,0.079,0.0,0.384,0.816
70.0,rock,permanent wave,0.694,0.577,4.0,-14.63,1.0,0.0308,0.015,0.00836,0.0853,0.845
55.0,rock,permanent wave,0.487,0.759,11.0,-4.849,1.0,0.0405,0.0273,0.0,0.165,0.227
63.0,rock,permanent wave,0.546,0.578,2.0,-8.745,1.0,0.0406,0.0114,6.54e-05,0.0692,0.819
81.0,rock,permanent wave,0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803
60.0,rock,permanent wave,0.484,0.262,7.0,-13.286,1.0,0.0263,0.978,5.99e-05,0.117,0.332
64.0,rock,permanent wave,0.457,0.909,0.0,-9.451,1.0,0.0317,0.0016,0.000276,0.135,0.755
68.0,rock,permanent wave,0.491,0.942,7.0,-5.333,1.0,0.132,0.156,0.0,0.367,0.387
59.0,rock,permanent wave,0.424,0.632,9.0,-7.243,1.0,0.0922,0.021,0.0117,0.0545,0.356
69.0,rock,permanent wave,0.619,0.579,4.0,-9.307,1.0,0.0473,0.0152,6.4e-05,0.0858,0.69
61.0,rock,permanent wave,0.595,0.804,7.0,-7.911,0.0,0.0326,0.0129,1.97e-05,0.299,0.586
